,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
1759427,118150,2013-05-09 14:09:36,5,219,,,219,82619,3,4.0,1,2.08,0.0063,4.86,34,119.0,0,734,3,1,1,0,1,1,,167.83,1,,,,1.0,0.0,15.0,1.0,0.0,11.0,,,,,,,,,,,,,0.0,0.0,,0,,0
4266018,286354,2013-05-23 08:18:20,5,219,,,219,98457,4,4.5,0,4.79,,5.62,18,135.0,1,19245,1,5,4,0,4,0,,616.08,0,,,,0.0,0.0,,0.0,0.0,23.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
657708,43994,2013-03-19 16:17:01,24,216,,,205,88008,4,4.5,0,0.69,0.0031,5.67,25,230.09,1,5612,3,35,4,0,4,0,,,0,,,,0.0,0.0,,1.0,0.0,23.0,-1.0,0.0,9.0,0.0,0.0,,,,,,,,,,,0,,0
3869276,259699,2012-11-27 11:59:07,5,219,,,219,44857,2,3.5,1,2.83,0.0447,4.08,37,42.0,0,5536,2,18,2,0,1,1,,204.39,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
3303756,221818,2013-04-18 07:48:06,5,219,,,219,70934,4,4.5,0,5.36,0.0673,5.82,13,239.0,0,4562,1,7,1,0,1,1,,1016.98,0,,,,,1.0,,,,,,1.0,,0.0,0.0,,,,,,,,0.0,0.0,10.0,0,,0
4762306,319513,2013-01-12 17:09:16,5,219,,,219,37535,3,4.5,1,2.08,0.0121,5.09,24,158.0,0,13233,3,84,4,0,2,1,,475.91,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3723792,250095,2013-02-28 13:26:01,5,219,,,219,2933,3,4.5,1,1.1,,5.18,34,133.0,0,16876,3,25,2,2,1,0,,356.04,1,,,,1.0,0.0,4.0,1.0,0.0,4.0,,,,,,,,,,,,,1.0,0.0,4.0,0,,0
205743,13840,2013-04-23 15:50:46,5,219,,,35,22009,3,4.5,0,3.3,0.4746,5.13,15,69.0,0,25091,4,27,1,0,1,0,,1715.76,1,,,,,,,,,,,,,1.0,0.0,7.0,,,,,,,,,,0,,0
3291534,221014,2013-03-09 18:06:25,5,219,,,219,60468,5,4.5,1,4.16,0.2332,5.9,15,219.0,0,8192,2,8,2,0,1,0,,2179.55,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4354635,292176,2013-05-15 19:58:44,5,219,,,219,16882,2,4.0,1,2.64,0.0181,4.57,21,89.0,0,8628,1,1,1,0,1,1,,118.92,0,,,,0.0,0.0,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,0,,0
2438374,163763,2013-04-10 19:28:07,5,219,3.5,179.26,219,95646,4,4.5,1,2.56,,5.43,24,304.0,0,22898,2,22,2,0,1,1,,2.09,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1784306,119855,2013-06-01 06:06:22,5,219,,,219,119859,3,4.5,1,2.71,0.0297,5.13,21,109.0,0,4599,1,0,2,2,1,1,,182.5,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
1034551,69093,2013-04-29 10:31:29,16,31,,,55,27951,4,4.0,1,1.39,,5.55,9,230.55,0,8100,4,16,1,0,1,0,,896.29,0,,,,,,,,,,,,,0.0,0.0,19.0,,,,1.0,0.0,19.0,,,,0,,0
1986118,133307,2013-02-26 14:42:02,5,219,,,219,19341,3,4.5,0,1.1,0.0053,4.7,37,92.0,1,16608,3,20,2,0,1,0,,1515.32,1,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,0,,0
1034322,69073,2013-04-22 17:04:32,5,219,,,100,44213,4,4.0,1,4.28,0.1684,5.48,4,223.0,0,6948,2,26,2,0,1,1,,,0,,,,0.0,0.0,7.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4824290,323738,2013-04-24 18:58:20,5,219,,,219,38419,5,4.0,1,4.19,0.2573,5.61,11,198.0,0,8192,3,28,2,1,1,0,,1224.6,0,,,,1.0,0.0,23.0,,,,,,,1.0,0.0,5.0,,,,,,,1.0,0.0,5.0,0,,0
488576,32668,2013-03-20 22:09:55,24,216,,,216,12145,3,5.0,0,3.85,,4.67,18,82.12,1,24681,1,52,1,1,1,1,,,0,,,,1.0,0.0,45.0,,1.0,,,1.0,,0.0,0.0,,,,,,,,,,,0,,0
2363379,158732,2013-01-23 14:46:57,5,219,,,219,81460,3,4.0,1,2.3,0.0658,4.5,14,66.0,1,24120,1,0,1,0,1,0,,938.77,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3515806,236052,2013-06-20 16:26:27,15,55,,,55,41039,4,0.0,0,1.1,0.0015,0.0,1,116.32,0,6401,2,28,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3492546,234502,2012-11-26 09:47:44,5,219,,,219,10418,4,4.5,1,1.61,0.0077,6.21,6,608.0,0,17713,2,116,2,2,1,1,,783.79,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4647651,311769,2013-06-03 20:16:13,24,216,,,219,68162,4,4.5,0,0.0,0.0263,0.0,13,200.84,0,19194,1,9,1,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3122405,209674,2012-12-22 09:47:47,13,81,,,205,132383,4,4.0,0,3.0,,5.14,26,212.4,1,27696,2,52,8,0,4,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0
1748643,117400,2013-05-12 05:20:59,5,219,,,219,81992,3,4.5,1,2.89,0.0615,5.22,9,279.0,0,7708,1,70,2,1,1,0,,962.73,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4116322,276170,2013-03-13 19:41:56,5,219,,,219,55754,2,2.5,1,5.11,,4.81,37,114.0,0,21594,2,64,6,0,3,1,,383.45,0,,,,1.0,0.0,64.0,1.0,0.0,64.0,,,,0.0,0.0,15.0,,,,,,,-1.0,0.0,9.0,0,,0
1563875,104968,2013-06-13 07:05:57,5,219,,,219,2452,3,4.5,1,2.2,0.5754,0.0,6,82.0,0,9990,2,1,2,0,1,1,,182.16,0,,,,0.0,0.0,6.0,0.0,0.0,6.0,,,,0.0,0.0,6.0,,,,,,,0.0,0.0,,0,,0
4285251,287614,2013-04-20 00:19:56,24,216,,,216,81274,3,4.0,0,4.5,0.1154,4.93,18,121.79,0,20497,1,12,1,1,1,1,,,0,,,,-1.0,0.0,4.0,,1.0,,-1.0,0.0,13.0,-1.0,0.0,14.0,,,,,,,,,,0,,0
3401378,228428,2012-12-06 16:48:41,5,219,,,219,74956,0,4.5,1,1.79,0.2374,4.36,10,79.0,0,3478,1,10,2,2,1,0,,444.32,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
1638502,110043,2013-03-18 17:25:44,5,230,,,100,114201,2,4.0,1,4.32,,4.66,30,47.0,0,35,1,30,2,1,1,0,,,0,,,,1.0,0.0,17.0,,,,,,,0.0,0.0,,,,,,,,,,,1,54.19,1
3455825,232053,2013-05-24 11:39:09,5,219,,,219,48836,4,4.5,0,2.71,0.0114,5.82,20,320.0,0,27620,3,4,2,0,1,0,,158.43,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
4096005,274758,2013-04-03 10:56:39,5,219,,,219,136382,2,3.0,0,0.69,0.0126,4.66,33,66.0,0,280,1,1,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2725914,182980,2013-02-08 17:54:42,14,100,,,100,28132,4,4.5,0,4.19,,5.73,18,188.62,0,21871,1,10,2,0,1,0,,105.17,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
8953,627,2013-04-04 10:17:53,5,219,,,219,33982,2,3.5,1,2.2,0.7561,5.14,19,170.0,0,23389,2,9,2,1,1,1,,89.96,0,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4653691,312185,2012-11-23 09:23:24,5,59,,,59,16668,4,4.0,0,2.2,0.0577,5.78,7,176.0,1,11205,2,3,2,0,1,0,,,0,,,,0.0,0.0,7.0,,,,,,,1.0,0.0,8.0,,,,,,,,,,0,,0
4445686,298306,2013-06-17 22:07:07,22,92,,,220,26303,3,3.5,0,4.25,0.0361,0.0,19,96.33,0,20905,3,37,2,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
1027318,68592,2013-01-18 20:46:46,5,219,,,219,3566,2,4.0,1,3.37,0.0102,5.14,29,130.0,0,10999,2,98,2,0,1,1,,31.75,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
498994,33364,2013-06-27 19:23:15,5,219,,,219,88226,3,3.5,1,2.71,0.0096,0.0,14,97.0,1,8347,4,22,1,0,1,1,,196.39,0,,,,-1.0,0.0,6.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1459372,97872,2013-03-26 21:30:55,14,100,,,219,58049,2,3.0,0,2.83,0.0715,4.58,3,189.94,1,26531,5,113,2,0,1,0,,2169.45,1,,,,-1.0,0.0,32.0,,,,,,,,,,,,,,,,-1.0,0.0,32.0,0,,0
133196,8914,2013-02-18 12:34:58,5,219,,,219,120144,4,4.0,1,3.47,0.1658,5.16,13,159.0,0,13539,1,0,2,0,1,0,,10.1,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1359829,91064,2013-04-26 07:19:48,5,219,,,219,84891,3,2.5,0,0.0,0.0018,5.02,16,318.0,0,20392,3,55,2,0,1,1,,415.35,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4912082,329711,2013-06-26 17:58:28,18,129,,,219,21155,3,3.0,0,5.69,0.0991,0.0,7,126.22,1,4562,3,12,1,0,1,0,,4033.04,0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,,,,,,,0.0,0.0,20.0,0,,0
4818295,323340,2013-04-01 20:58:28,15,55,,,55,11445,3,0.0,1,5.78,0.1121,4.33,32,91.38,0,14508,1,12,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
98388,6602,2012-12-24 02:05:57,5,219,,,219,5505,3,3.5,1,4.17,0.0558,5.23,15,143.0,1,23904,2,4,2,0,1,1,,94.4,0,,,,-1.0,0.0,18.0,0.0,0.0,15.0,,,,0.0,0.0,18.0,,,,,,,0.0,0.0,21.0,0,,0
4030746,270444,2013-02-25 15:21:18,16,31,,,31,17061,3,5.0,0,0.0,,4.49,29,90.13,0,21023,3,0,1,1,1,0,,165.99,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4296860,288329,2013-01-31 14:19:38,5,219,,,219,100131,3,4.0,0,2.77,0.0278,4.85,19,217.0,0,26765,1,16,4,0,2,1,,49.36,0,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,26.0,0,,0
590104,39405,2012-12-14 13:27:20,23,181,,,219,132853,3,4.5,1,2.64,,4.97,22,99.0,0,6072,1,14,1,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
1720359,115574,2013-01-13 20:30:26,14,100,,,219,19210,2,4.0,1,2.4,,4.89,16,79.2,0,12566,1,9,2,0,1,0,,61.73,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3414368,229300,2012-12-01 08:27:29,32,220,,,220,26099,5,4.5,1,5.02,0.4491,5.19,27,204.38,0,10757,1,87,2,0,1,0,-14.6694,0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4626078,310361,2013-01-07 09:55:25,5,219,,,219,103207,3,4.0,0,1.39,0.052000000000000005,4.9,24,113.0,0,11885,1,25,2,1,1,1,,198.07,1,,,,,,,,,,,,,-1.0,0.0,3.0,,,,,,,,,,0,,0
2404128,161437,2013-05-20 15:48:52,32,220,,,73,85046,4,3.0,0,2.56,,4.87,2,85.34,0,3136,1,29,2,0,1,0,,10284.75,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1093542,72984,2013-06-16 16:41:05,5,219,,,219,91511,2,3.5,1,2.56,0.0468,0.0,10,123.0,0,9887,2,4,2,0,1,1,,211.39,0,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,13.0,,,,,,,-1.0,0.0,13.0,0,,0
2897097,194573,2012-12-02 12:54:25,5,219,,,219,56542,3,4.0,1,3.22,0.0094,4.89,4,68.0,1,10794,1,5,2,0,1,1,,50.82,0,,,,1.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,12.0,1,80.0,1
1505553,100971,2013-01-29 14:22:47,5,219,,,219,51990,3,3.5,1,2.08,0.1071,4.92,18,93.0,1,11395,2,87,2,4,1,1,,1502.51,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1647461,110657,2013-03-03 20:30:16,5,219,,,219,23911,2,4.0,1,2.2,0.2138,4.3,18,60.0,0,5537,3,60,2,0,1,1,,353.66,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1188657,79465,2013-02-25 13:44:34,14,100,,,100,139296,4,4.0,0,1.95,0.1194,5.36,4,135.45,1,2591,4,9,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4620289,309987,2013-02-28 22:23:27,15,55,,,215,18658,5,4.5,1,0.69,0.0072,5.95,8,318.47,1,21180,5,49,2,1,1,0,,,0,,,,,,,,,,,,,0.0,0.0,3.0,1.0,0.0,15.0,,1.0,,,,,0,,0
1190867,79618,2013-02-25 19:01:27,5,219,,,219,3180,3,4.5,1,2.94,0.0251,5.02,12,125.0,0,10559,1,4,1,0,1,1,,77.13,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
4004386,268715,2012-12-05 02:49:26,14,100,,,219,130365,3,4.0,1,1.79,0.474,4.95,4,98.82,0,27175,1,4,2,0,1,0,,145.94,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
876012,58486,2013-03-01 16:41:05,9,59,,,59,68981,4,0.0,0,3.4,0.1107,5.35,24,165.38,0,26850,2,7,2,0,1,1,-34.4559,178.45,0,,,,,,,,,,,,,-1.0,0.0,42.0,,,,,,,,,,0,,0
3665716,246160,2013-05-15 17:13:34,5,219,,,219,74754,4,4.5,0,5.97,,6.02,18,312.0,1,2849,5,79,1,0,1,0,,2553.26,0,0.0,0.0,15.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
1703603,114402,2012-11-09 06:59:49,5,219,,,219,80666,3,4.0,1,1.95,0.0004,5.19,39,150.0,0,2502,1,4,1,0,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,3.0,0,,0
2454588,164817,2013-02-18 08:01:12,5,219,,,219,46569,2,3.5,1,2.83,0.0047,4.15,38,56.0,0,8347,7,0,1,0,1,0,,409.5,0,,,,0.0,0.0,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,0,,0
2315185,155474,2013-06-26 13:52:22,5,219,,,219,91588,4,4.5,1,1.79,,0.0,26,99.0,0,5461,2,9,2,1,1,1,,321.04,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3510457,235699,2013-04-16 21:59:52,5,219,,,219,28731,3,4.0,1,2.08,0.0652,5.29,14,229.0,0,2360,1,25,1,0,1,1,,974.08,0,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
169482,11336,2013-01-09 18:22:17,5,219,,,219,22826,3,4.5,1,1.39,0.2335,4.68,12,83.0,0,22256,3,19,2,0,1,0,,178.85,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
2601366,174622,2013-01-12 17:51:00,14,100,,,219,67045,5,5.0,0,2.08,0.0261,6.09,18,383.83,0,8740,3,25,2,0,1,0,,756.17,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3509993,235658,2012-11-25 16:37:53,5,219,,,80,125278,5,4.5,1,0.0,0.0153,6.21,4,599.0,0,25836,6,23,2,0,1,0,,1575.04,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
116792,7802,2013-02-24 17:11:17,12,99,,,99,43034,3,4.0,0,4.06,,4.96,25,113.44,1,21150,2,34,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,28.0,1.0,0.0,5.0,,,,0,,0
4410960,295995,2013-01-29 17:53:35,5,219,,,219,140503,2,3.5,1,2.83,0.1646,5.21,16,204.0,0,27730,1,33,3,0,1,0,,1339.59,0,,,,0.0,0.0,,,,,,,,1.0,0.0,19.0,,,,,,,,,,0,,0
764429,51092,2013-05-01 04:25:15,5,219,,,219,82845,3,4.0,1,2.94,0.1423,4.8,16,109.0,0,27155,1,2,8,2,4,1,,,0,,,,,1.0,,,1.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
4673832,313552,2013-04-26 22:48:51,15,55,,,99,9389,3,4.0,0,2.08,0.0391,5.26,6,215.07,1,15725,1,82,2,2,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4788781,321300,2013-02-26 04:30:16,5,219,,,219,80230,3,4.0,1,2.4,0.0664,5.01,15,103.0,1,4748,2,24,2,0,1,1,,134.04,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
2290503,153791,2013-01-04 11:24:25,5,219,,,219,83293,3,4.5,1,2.94,,5.14,21,99.0,0,18703,3,0,1,0,1,1,,1727.99,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4738696,317933,2013-06-10 04:45:17,5,219,,,219,136171,3,4.5,1,0.0,0.0045,0.0,32,68.0,1,1986,3,6,1,0,1,0,,1509.89,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,6.0,0,,0
1940818,130296,2012-12-23 00:54:40,12,193,,,159,17000,3,3.0,1,1.39,0.0079,5.26,10,241.36,0,22378,7,41,2,2,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2786349,187033,2013-06-26 13:48:26,5,219,,,219,14107,2,3.5,1,3.61,0.1603,0.0,33,110.0,0,28407,1,11,2,2,1,0,,1907.13,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4749493,318668,2013-06-19 18:37:00,32,220,,,202,116430,3,3.0,0,4.88,0.2659,0.0,20,76.22,0,21897,6,56,1,1,2,0,,1702.03,1,,,,0.0,0.0,,-1.0,0.0,26.0,-1.0,0.0,44.0,-1.0,0.0,44.0,,,,,,,,,,0,,0
1894009,127196,2012-11-16 12:14:39,14,100,,,219,114396,3,3.5,1,0.69,,4.82,30,69.92,0,7919,3,7,2,0,1,1,,373.48,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1247283,83468,2013-01-28 14:11:19,5,219,,,219,30299,2,2.5,1,2.2,0.0602,4.41,9,67.0,0,23047,2,45,2,0,1,1,,154.17,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3537375,237528,2012-11-12 22:03:45,5,219,,,219,88226,3,3.5,1,2.71,,4.78,26,79.0,1,9026,10,10,4,2,2,0,,1857.1,1,,,,0.0,0.0,9.0,,,,,,,0.0,0.0,10.0,,,,,,,0.0,0.0,10.0,0,,0
843641,56351,2013-03-19 17:10:13,34,117,,,219,48024,2,3.0,1,1.95,,4.31,12,62.87,0,25260,2,83,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2509180,168463,2013-05-22 20:58:12,9,59,,,59,68587,3,0.0,0,3.47,0.0436,4.37,4,28.02,0,21319,2,14,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4700123,315290,2012-12-16 19:23:57,5,219,,,219,4858,3,4.0,1,1.1,0.0496,4.83,4,110.0,0,7411,3,18,2,0,1,1,,97.4,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
623490,41664,2013-01-28 19:11:29,5,219,,,219,111146,2,3.0,0,3.3,0.086,4.67,36,39.0,0,9265,1,1,1,0,1,0,,87.82,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
577039,38558,2013-05-20 14:51:18,14,100,,,100,52498,3,4.0,1,4.65,0.8152,5.16,20,124.01,0,9536,1,98,2,0,1,0,,59.44,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4562279,306130,2013-06-03 12:34:00,5,219,,,219,46260,2,3.0,1,2.56,0.1052,0.0,15,45.0,0,7202,1,69,2,0,1,0,-23.8543,213.65,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1049993,70108,2012-12-12 11:09:28,14,100,,,31,63956,0,0.0,0,6.05,,5.64,24,213.33,0,4737,3,143,3,0,1,1,,4250.02,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1637873,110008,2012-11-21 21:38:22,29,132,,,98,43027,3,4.0,0,2.2,0.0004,3.14,8,14.11,0,24731,2,14,1,0,1,0,,,1,,,,,,,,1.0,,-1.0,0.0,15.0,0.0,0.0,,,,,,,,,,,0,,0
956272,63846,2013-01-03 17:33:34,5,219,,,219,101229,3,4.5,1,1.39,0.0499,4.83,27,130.0,0,25783,1,8,1,0,1,1,,37.68,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3028789,203399,2013-06-01 09:09:10,29,132,,,55,34801,3,4.0,1,0.0,,4.28,1,54.59,0,23520,9,3,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
2602682,174709,2013-06-17 08:09:15,5,219,,,31,89279,4,4.0,0,4.98,0.1457,0.0,12,117.0,1,13118,2,89,2,0,1,1,,4763.97,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3335803,224009,2013-06-04 14:28:47,15,55,,,215,92843,2,4.0,0,0.0,,0.0,33,136.27,0,2751,4,99,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1221962,81746,2013-01-10 11:52:59,32,220,,,219,1230,3,3.5,0,5.83,0.6808,5.73,2,313.69,0,24700,5,233,2,0,1,0,,9947.13,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1125547,75156,2013-05-15 23:22:13,5,219,,,219,103402,2,3.0,1,1.39,0.0443,4.6,3,107.0,0,14153,2,1,2,2,1,1,,232.96,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
79814,5347,2013-03-03 23:49:50,24,216,,,81,126964,3,2.5,0,4.52,,4.04,32,40.37,0,6001,3,14,2,1,1,0,,,0,,,,,,,1.0,0.0,16.0,0.0,0.0,,,,,,,,,,,,,,0,,0
3321205,222999,2013-03-19 02:00:41,5,219,,,18,111760,3,3.0,0,2.71,0.1657,5.18,10,131.0,0,2319,3,3,1,0,1,1,,1652.39,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1768262,118734,2012-11-24 21:11:54,32,220,,,31,43724,0,5.0,0,3.3,0.0314,5.74,21,91.01,0,27434,7,204,2,0,1,0,,10313.8,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
4379230,293825,2013-02-26 16:32:46,5,219,,,219,103691,3,4.0,1,3.3,0.0305,4.89,9,100.0,0,10374,2,10,4,3,2,1,,76.41,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1962423,131771,2013-06-28 09:00:40,5,219,,,219,77718,2,3.0,1,1.39,0.0335,0.0,28,70.0,0,8993,1,1,1,0,1,1,,43.45,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
253797,16993,2013-03-23 18:02:42,14,100,,,219,25731,4,4.5,1,3.3,0.0874,4.88,9,101.64,0,12819,7,29,2,0,1,0,,594.26,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
4480035,300584,2013-02-02 17:34:55,12,99,,,219,34214,4,4.0,0,5.78,0.075,5.7,29,231.86,1,4562,5,73,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
236948,15861,2012-11-05 07:35:11,5,219,,,219,123907,0,3.0,0,1.95,0.0066,4.16,24,49.0,0,1378,1,9,2,0,1,0,,36.77,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
284340,19052,2012-12-14 15:17:55,5,219,,,219,87501,3,4.5,0,3.26,0.0209,4.82,33,139.0,0,4335,1,1,2,0,1,1,,90.27,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
617559,41254,2013-05-25 13:47:10,24,216,,,219,41368,4,4.5,1,4.49,0.2011,5.72,32,233.99,1,20319,4,42,2,1,1,1,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1452253,97356,2013-02-15 11:08:48,18,129,,,129,6969,4,4.5,1,4.72,0.1062,5.5,7,124.28,0,447,1,1,1,0,1,1,,,0,,,,,,,1.0,0.0,19.0,,,,0.0,0.0,7.0,,,,0.0,0.0,,1.0,0.0,6.0,0,,0
2464502,165458,2012-11-23 21:19:52,13,81,,,81,17714,5,4.5,0,4.38,0.4703,5.16,12,104.24,0,1811,2,0,2,0,1,1,,,0,,,,1.0,0.0,4.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0
1296852,86848,2012-11-14 13:42:12,5,219,3.0,157.35,219,139000,2,3.0,0,2.89,,4.58,29,71.0,0,18265,1,20,2,0,2,0,,,0,,,,1.0,0.0,2.0,,,,,,,1.0,0.0,4.0,,,,,,,1.0,0.0,4.0,0,,0
4107573,275551,2013-06-13 14:36:04,5,103,,,4,71783,2,4.5,0,4.68,0.0623,0.0,26,19.0,1,18791,2,14,2,0,2,1,,,1,,,,,,,,,,,,,1.0,0.0,238.0,-1.0,0.0,33.0,1.0,0.0,187.0,,,,0,,0
4779149,320614,2013-06-27 23:43:49,5,219,,,219,10681,3,4.5,1,1.61,0.0632,0.0,22,199.0,0,19115,2,33,2,2,1,0,,71.64,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4723006,316854,2013-03-28 23:54:28,9,59,,,59,60857,3,5.0,0,1.61,0.2528,4.51,1,91.7,0,26879,1,1,2,2,1,1,,,0,,,,,,,,,,,,,1.0,0.0,5.0,,,,,,,,,,0,,0
4545052,304928,2012-11-15 17:45:55,5,219,,,219,94455,5,4.5,1,4.08,0.1,5.88,16,167.0,1,8192,3,28,2,0,1,1,,2064.52,0,,,,0.0,0.0,,1.0,0.0,25.0,,,,0.0,0.0,,,,,,,,0.0,0.0,16.0,0,,0
